 Trap Integral for k = pi 
           2 ,  0.55402951412647061     
           3 ,   8.8583767122884627E-002
           4 ,   1.0948879311226900E-002
           5 ,   1.0858515226486176E-003
           6 ,   8.9954647986889569E-005
           7 ,   6.3968729220320597E-006
           8 ,   3.9842496146746953E-007
           9 ,   2.2073543437528542E-008
          10 ,   1.1011791478665600E-009
          11 ,   4.9959147929712344E-011
 Trap Integral for k = pi^2 
           2 ,  0.67147727112214417     
           3 ,   1.6860466120883242     
           4 ,  0.35640139079837319     
           5 ,  0.28888729402003266     
           6 ,  0.57171624159545642     
           7 ,  0.13213299450343330     
           8 ,   4.5323555627243994E-002
           9 ,   7.2874865598697713E-002
          10 ,   4.5812435961143372E-002
          11 ,   1.8793801099491247E-002
          12 ,   1.6887732273177303E-002
          13 ,   4.3858192878332147E-004
          14 ,   4.3505610840552933E-003
          15 ,   4.0561140484878244E-003
          16 ,   5.0100678990760983E-003
          17 ,   3.8941350832950583E-003
          18 ,   3.4528103949553746E-003
          19 ,   2.9991024968203384E-003
          20 ,   2.7787497996829558E-003
          21 ,   2.5300801731615863E-003
          22 ,   2.3179999674569629E-003
          23 ,   2.1197779705937059E-003
          24 ,   1.9505529406904643E-003
          25 ,   1.8003458592792398E-003
          26 ,   1.6674481093525984E-003
          27 ,   1.5482691977841689E-003
          28 ,   1.4413876738896825E-003
          29 ,   1.3451132715278646E-003
          30 ,   1.2581550489825233E-003
          31 ,   1.1793261671160238E-003
          32 ,   1.1076521888666591E-003
          33 ,   1.0422929821434224E-003
          34 ,   9.8253236546996803E-004
          35 ,   9.2775063961392235E-004
          36 ,   8.7741162750942792E-004
          37 ,   8.3104898127572824E-004
          38 ,   7.8825589785580519E-004
          39 ,   7.4867612907114633E-004
          40 ,   7.1199667579069370E-004
          41 ,   6.7794163898149407E-004
          42 ,   6.4626708440762570E-004
          43 ,   6.1675670859440146E-004
          44 ,   5.8921817556667477E-004
          45 ,   5.6348000581118995E-004
          46 ,   5.3938892570348784E-004
          47 ,   5.1680760088146371E-004
          48 ,   4.9561269154185794E-004
          49 ,   4.7569317848727977E-004
          50 ,   4.5694891779479718E-004
          51 ,   4.3928938915405169E-004
          52 ,   4.2263260882968723E-004
          53 ,   4.0690418299682563E-004
          54 ,   3.9203648114982670E-004
          55 ,   3.7796791249578021E-004
          56 ,   3.6464229096866418E-004
          57 ,   3.5200827667836165E-004
          58 ,   3.4001888346990583E-004
          59 ,   3.2863104382041541E-004
          60 ,   3.1780522357394148E-004
          61 ,   3.0750508009758093E-004
          62 ,   2.9769715836103217E-004
          63 ,   2.8835062023135904E-004
          64 ,   2.7943700287469397E-004
          65 ,   2.7093000276012802E-004
          66 ,   2.6280528222244470E-004
          67 ,   2.5504029591738586E-004
          68 ,   2.4761413486817929E-004
          69 ,   2.4050738612180211E-004
          70 ,   2.3370200621863901E-004
          71 ,   2.2718120697273747E-004
          72 ,   2.2092935219664156E-004
          73 ,   2.1493186421706056E-004
          74 ,   2.0917513908313978E-004
          75 ,   2.0364646961734678E-004
          76 ,   1.9833397545188092E-004
          77 ,   1.9322653934361611E-004
          78 ,   1.8831374914052290E-004
          79 ,   1.8358584483113560E-004
          80 ,   1.7903367016236515E-004
          81 ,   1.7464862840510520E-004
          82 ,   1.7042264184219391E-004
          83 ,   1.6634811463234200E-004
          84 ,   1.6241789875559576E-004
          85 ,   1.5862526271304134E-004
          86 ,   1.5496386274538310E-004
          87 ,   1.5142771636567076E-004
          88 ,   1.4801117795437690E-004
          89 ,   1.4470891626228166E-004
          90 ,   1.4151589364885808E-004
          91 ,   1.3842734690294733E-004
          92 ,   1.3543876949251299E-004
          93 ,   1.3254589517108784E-004
          94 ,   1.2974468275395168E-004
          95 ,   1.2703130204050339E-004
          96 ,   1.2440212072650780E-004
          97 ,   1.2185369227601939E-004
          98 ,   1.1938274463485499E-004
          99 ,   1.1698616974342713E-004
         100 ,   1.1466101377566318E-004
         101 ,   1.1240446804627879E-004
         102 ,   1.1021386054288485E-004
         103 ,   1.0808664802519630E-004
         104 ,   1.0602040864604589E-004
         105 ,   1.0401283507555092E-004
         106 ,   1.0206172806004332E-004
         107 ,   1.0016499041087812E-004
         108 ,   9.8320621365832750E-005
         109 ,   9.6526711333311255E-005
         110 ,   9.4781436934976426E-005
         111 ,   9.3083056398768349E-005
         112 ,   9.1429905201945161E-005
         113 ,   8.9820392002337712E-005
         114 ,   8.8252994809856489E-005
         115 ,   8.6726257400027151E-005
         116 ,   8.5238785923369420E-005
         117 ,   8.3789245735488294E-005
         118 ,   8.2376358399471883E-005
         119 ,   8.0998898876138981E-005
         120 ,   7.9655692864388783E-005
         121 ,   7.8345614306751798E-005
         122 ,   7.7067583029055697E-005
         123 ,   7.5820562514206102E-005
         124 ,   7.4603557798091913E-005
         125 ,   7.3415613503602373E-005
         126 ,   7.2255811941257519E-005
         127 ,   7.1123271360828966E-005
         128 ,   7.0017144268241793E-005
         129 ,   6.8936615838399717E-005
         130 ,   6.7880902419048539E-005
         131 ,   6.6849250110578851E-005
         132 ,   6.5840933419547554E-005
         133 ,   6.4855253985918182E-005
         134 ,   6.3891539376026429E-005
         135 ,   6.2949141932833186E-005
         136 ,   6.2027437691014597E-005
         137 ,   6.1125825345786922E-005
         138 ,   6.0243725264363945E-005
         139 ,   5.9380578569356857E-005
         140 ,   5.8535846245710843E-005
         141 ,   5.7709008296935593E-005
         142 ,   5.6899562948853344E-005
         143 ,   5.6107025891982687E-005
         144 ,   5.5330929554564534E-005
         145 ,   5.4570822410671127E-005
         146 ,   5.3826268328283078E-005
         147 ,   5.3096845938238602E-005
         148 ,   5.2382148048923938E-005
         149 ,   5.1681781067625110E-005
         150 ,   5.0995364460515447E-005
         151 ,   5.0322530248170239E-005
         152 ,   4.9662922487314631E-005
         153 ,   4.9016196832507575E-005
         154 ,   4.8382020058745923E-005
         155 ,   4.7760069650681913E-005
         156 ,   4.7150033383847045E-005
         157 ,   4.6551608935185840E-005
         158 ,   4.5964503510909083E-005
         159 ,   4.5388433482784762E-005
         160 ,   4.4823124052406627E-005
         161 ,   4.4268308924344524E-005
         162 ,   4.3723729978406567E-005
         163 ,   4.3189136990307020E-005
         164 ,   4.2664287329685635E-005
         165 ,   4.2148945689657324E-005
         166 ,   4.1642883826575883E-005
         167 ,   4.1145880299797710E-005
         168 ,   4.0657720234982264E-005
         169 ,   4.0178195090945223E-005
         170 ,   3.9707102436281616E-005
         171 ,   3.9244245737535266E-005
         172 ,   3.8789434151365043E-005
         173 ,   3.8342482328701522E-005
         174 ,   3.7903210231338136E-005
         175 ,   3.7471442942305089E-005
         176 ,   3.7047010494450916E-005
         177 ,   3.6629747711014460E-005
         178 ,   3.6219494027989185E-005
         179 ,   3.5816093361784596E-005
         180 ,   3.5419393943136868E-005
         181 ,   3.5029248174556216E-005
         182 ,   3.4645512516640053E-005
         183 ,   3.4268047315322292E-005
         184 ,   3.3896716720605014E-005
         185 ,   3.3531388525354089E-005
         186 ,   3.3171934073816800E-005
         187 ,   3.2818228130615523E-005
         188 ,   3.2470148786600816E-005
         189 ,   3.2127577342944136E-005
         190 ,   3.1790398218323190E-005
         191 ,   3.1458498843228710E-005
         192 ,   3.1131769571146606E-005
         193 ,   3.0810103587075588E-005
         194 ,   3.0493396818265239E-005
         195 ,   3.0181547855612223E-005
         196 ,   2.9874457866174708E-005
         197 ,   2.9572030517233117E-005
         198 ,   2.9274171902127222E-005
         199 ,   2.8980790466537343E-005
         200 ,   2.8691796933877356E-005
         201 ,   2.8407104251115811E-005
         202 ,   2.8126627503510804E-005
         203 ,   2.7850283859987002E-005
         204 ,   2.7577992527838546E-005
         205 ,   2.7309674661246675E-005
         206 ,   2.7045253335966635E-005
         207 ,   2.6784653469835717E-005
         208 ,   2.6527801790798833E-005
         209 ,   2.6274626762745612E-005
         210 ,   2.6025058560641412E-005
         211 ,   2.5779028999028952E-005
         212 ,   2.5536471497833446E-005
         213 ,   2.5297321036621412E-005
         214 ,   2.5061514116409001E-005
         215 ,   2.4828988695269061E-005
         216 ,   2.4599684178561176E-005
         217 ,   2.4373541354982819E-005
         218 ,   2.4150502373920801E-005
         219 ,   2.3930510693048745E-005
         220 ,   2.3713511061007608E-005
         221 ,   2.3499449465447242E-005
         222 ,   2.3288273109489666E-005
         223 ,   2.3079930381975089E-005
         224 ,   2.2874370812608902E-005
         225 ,   2.2671545054198106E-005
         226 ,   2.2471404846235998E-005
         227 ,   2.2273902993585892E-005
         228 ,   2.2078993323848550E-005
         229 ,   2.1886630678924490E-005
         230 ,   2.1696770877266403E-005
         231 ,   2.1509370684569262E-005
         232 ,   2.1324387810661705E-005
         233 ,   2.1141780852662606E-005
         234 ,   2.0961509302974690E-005
         235 ,   2.0783533506207874E-005
         236 ,   2.0607814654294287E-005
         237 ,   2.0434314745187976E-005
         238 ,   2.0262996578868098E-005
         239 ,   2.0093823728473126E-005
         240 ,   1.9926760530086796E-005
         241 ,   1.9761772050319593E-005
         242 ,   1.9598824080091504E-005
         243 ,   1.9437883115092092E-005
         244 ,   1.9278916327802875E-005
         245 ,   1.9121891567497329E-005
         246 ,   1.8966777327822371E-005
         247 ,   1.8813542742357470E-005
         248 ,   1.8662157571291971E-005
         249 ,   1.8512592165897956E-005
         250 ,   1.8364817484073370E-005
         251 ,   1.8218805053926701E-005
         252 ,   1.8074526968447913E-005
         253 ,   1.7931955865524429E-005
         254 ,   1.7791064927941136E-005
         255 ,   1.7651827861620006E-005
         256 ,   1.7514218884517874E-005
